x,y
execve mmap2 readlink mmap2 mprotect mmap2 mprotect mmap2 brk munmap uname brk brk set_thread_area set_tid_address set_robust_list futex rt_sigaction rt_sigaction rt_sigprocmask getrlimit uname brk brk futex pipe2 clone close fcntl fstat mmap2 read close waitpid munmap brk rt_sigaction rt_sigaction rt_sigprocmask clone waitpid rt_sigaction rt_sigaction rt_sigprocmask unlink open open fstat mmap2 read fstat mmap2 read close munmap write close munmap unlink rt_sigaction rt_sigaction rt_sigprocmask clone waitpid rt_sigaction rt_sigaction rt_sigprocmask rt_sigaction rt_sigaction rt_sigprocmask clone waitpid rt_sigaction rt_sigaction rt_sigprocmask rt_sigaction rt_sigaction rt_sigprocmask clone waitpid rt_sigaction rt_sigaction rt_sigprocmask unlink open rt_sigaction rt_sigaction rt_sigprocmask clone waitpid rt_sigaction rt_sigaction rt_sigprocmask unlink open clone exit_group close dup2 close execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap getuid getgid getpid rt_sigaction geteuid brk brk getppid stat stat geteuid getegid rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction stat stat stat stat clone wait4 rt_sigreturn exit_group execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mprotect mmap2 mmap2 mmap2 close mmap2 mmap2 arch_prctl mprotect mprotect mprotect mprotect mprotect mprotect mprotect mprotect mprotect mprotect mprotect mprotect munmap set_tid_address set_robust_list rt_sigaction rt_sigaction rt_sigprocmask prlimit64 brk brk openat fstat read close openat fstat read close openat read close openat fstat read close openat fstat mmap2 close getpid stat openat fstat mmap2 mmap2 openat fstat mmap2 close futex getdents stat openat read read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close stat openat read close openat read close getdents close close close exit_group rt_sigaction rt_sigaction rt_sigprocmask execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap getuid getgid getpid rt_sigaction geteuid brk brk getppid stat stat geteuid getegid rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction chdir exit_group rt_sigaction rt_sigaction rt_sigprocmask execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap getuid getgid getpid rt_sigaction geteuid brk brk getppid stat stat geteuid getegid rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction stat stat stat stat stat stat clone wait4 rt_sigreturn exit_group execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mprotect mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close mmap2 arch_prctl mprotect mprotect mprotect mprotect mprotect mprotect mprotect mprotect mprotect munmap set_tid_address set_robust_list rt_sigaction rt_sigaction rt_sigprocmask prlimit64 statfs statfs brk brk openat fstat read read close access openat fstat mmap2 close geteuid ioctl renameat2 lseek close close close exit_group rt_sigaction rt_sigaction rt_sigprocmask execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap getuid getgid getpid rt_sigaction geteuid brk brk getppid stat stat geteuid getegid rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction stat stat stat stat stat stat clone wait4 rt_sigreturn exit_group execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap brk brk openat fstat mmap2 close umask stat fchmodat close close exit_group rt_sigaction rt_sigaction rt_sigprocmask execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap getuid getgid getpid rt_sigaction geteuid brk brk getppid stat stat geteuid getegid rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction chdir exit_group rt_sigaction rt_sigaction rt_sigprocmask execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap getuid getgid getpid rt_sigaction geteuid brk brk getppid stat stat geteuid getegid rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction chdir exit_group fstat mmap2 rt_sigaction rt_sigaction rt_sigprocmask clone waitpid rt_sigaction rt_sigaction rt_sigprocmask access rt_sigaction rt_sigaction rt_sigprocmask clone waitpid rt_sigaction rt_sigaction rt_sigprocmask rt_sigaction rt_sigaction rt_sigprocmask clone rt_sigaction rt_sigaction rt_sigprocmask execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap getuid getgid getpid rt_sigaction geteuid brk brk getppid stat stat geteuid getegid rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction exit_group rt_sigaction rt_sigaction rt_sigprocmask execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap getuid getgid getpid rt_sigaction geteuid brk brk getppid stat stat geteuid getegid rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction openat fcntl close fcntl dup2 close stat stat stat stat stat stat clone wait4 rt_sigreturn dup2 close exit_group execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mprotect mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close mmap2 arch_prctl mprotect mprotect mprotect mprotect mprotect mprotect mprotect mprotect mprotect munmap set_tid_address set_robust_list rt_sigaction rt_sigaction rt_sigprocmask prlimit64 statfs statfs brk brk openat fstat read read close access openat fstat mmap2 close geteuid stat lstat fstatat openat fstat openat fstat fadvise64 mmap2 read write read write read write read write read close close munmap lseek close close close exit_group rt_sigaction rt_sigaction rt_sigprocmask execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap getuid getgid getpid rt_sigaction geteuid brk brk getppid stat stat geteuid getegid rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction rt_sigaction stat stat stat stat stat stat clone execve brk access openat fstat mmap2 close openat read fstat mmap2 mmap2 mmap2 mmap2 mmap2 mmap2 close arch_prctl mprotect mprotect mprotect munmap brk brk openat fstat mmap2 close umask stat fchmodat,1
execve open read close getpid getpid open read lseek fstat brk brk read close signal getpid pipe fork read read shmget shmctl shmctl getuid getpid shmdt fork getcwd open readdir stat open close readdir stat open close readdir stat open read close readdir stat open close readdir stat open close readdir stat open close readdir stat open read close readdir stat open read close readdir close getuid getcwd chdir open readdir stat open close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open close readdir stat open close readdir stat open read close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir close chdir fcntl fcntl fcntl geteuid getuid getegid getgid close ptrace write ptrace kill exit shmget shmctl shmctl getuid getpid socket bind getuid brk brk open brk,0
execve fork fcntl fcntl fcntl uname geteuid getuid getegid getgid brk brk brk getpid fork getuid setpgid rt_sigaction fstat mmap2 write fork sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sigreturn open fstat mmap2 read read read read read read read read read close close munmap rt_sigaction mmap2 munmap write unlink kill kill ptrace brk brk open readdir brk brk open brk readdir brk brk open brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open brk readdir brk brk open brk readdir brk brk open brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk brk chdir brk brk open readdir brk brk open brk readdir brk brk open brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open brk readdir brk brk open brk readdir brk brk open lseek lseek brk read lseek write sysinfo write open fstat mmap2 read read read read read read read read read close close munmap write getppid kill pause,0
execve write write write exit_group,1
execve fcntl fcntl fcntl geteuid getuid getegid getgid brk brk uname fstat mmap2 exit_group,0
execve uname brk brk set_thread_area set_tid_address rt_sigaction rt_sigaction rt_sigprocmask getrlimit sysctl brk brk open fstat mmap2 mmap2 mmap2 close open fstat mmap2 read read close munmap open open open open open open brk brk futex clone exit_group setsid open fstat dup2 dup2 dup2 close uname open fstat mmap2 read close munmap open fstat mmap2 read close munmap open fstat mmap2 read read read read read close munmap open fstat mmap2 read read close munmap gettimeofday readlink open socket setsockopt time recv recvfrom close futex socket setsockopt setsockopt fcntl fcntl connect fcntl fcntl getsockname close unlink open fstat mmap2 write close munmap mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone socket mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect clone mmap2 mprotect,1
execve brk brk open read close mmap2 open fstat mmap2 write munmap exit_group,1
execve open read close getpid getpid open read lseek fstat brk brk read close signal getpid pipe fork read read shmget shmctl shmctl getuid getpid shmdt fork getcwd open readdir stat open close readdir stat open close readdir stat open read close readdir stat open close readdir stat open close readdir stat open close readdir stat open read close readdir stat open read close readdir close getuid getcwd chdir open readdir stat open close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open close readdir stat open close readdir stat open read close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir stat open read close readdir close chdir fcntl fcntl fcntl geteuid getuid getegid getgid brk brk brk open fstat mmap2 read read read read read close munmap fstat mmap2 mmap2 mmap2 clone clone wait4 close ptrace write ptrace kill exit shmget shmctl shmctl getuid getpid socket bind getuid brk brk open brk nanosleep getpid rt_sigaction alarm mmap2 kill getpid rt_sigaction rt_sigprocmask rt_sigaction nanosleep,0
execve fork fcntl fcntl fcntl uname geteuid getuid getegid getgid brk brk brk fstat mmap2 getuid setpgid rt_sigaction write fork sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sched_yield sigreturn open fstat mmap2 read read read read read read read read read close close munmap rt_sigaction mmap2 munmap write unlink kill kill ptrace brk brk open readdir brk brk open brk readdir brk brk open brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open brk readdir brk brk open brk readdir brk brk open brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk brk chdir brk brk open readdir brk brk open brk readdir brk brk open brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk read close brk readdir brk brk open lseek lseek brk open fstat mmap2 read read read read read read read read read close close munmap write getppid kill pause,0
execve fcntl fcntl fcntl uname geteuid getuid getegid getgid brk brk getuid brk munmap write exit,0
execve uname brk brk getpid getppid time open fstat fstat mmap2 read close munmap open fstat mmap2 fstat llseek write close munmap getpid getppid time open fstat mmap2 fstat llseek write close munmap socket ioctl ioctl ioctl ioctl close fstat mmap2 socket socket bind getpid getppid time open fstat mmap2 fstat llseek write close munmap getpid getppid time open fstat mmap2 fstat llseek write close munmap fork write munmap exit_group nanosleep fork write munmap exit_group close close close fork fork rt_sigaction getpid getppid time open fstat mmap2 fstat llseek write close munmap time gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday socket fcntl fcntl connect gettimeofday,0
